transaction_id,customer_id,card_id,merchant_id,txn_ts,amount,currency,mcc,status,is_refund,channel
7c58edef-609c-4bd9-8ee8-c68dc43af378,b200b13c-8648-47f8-a46c-35a76a26a33d,f7c39a37-42d4-402f-a718-d5d56bd32742,bdc0af8e-8432-4e3a-a24e-488b1216e3eb,2025-09-09 01:19:27,234.06,KRW,5411,approved,false,pos
fb92fff2-8bbe-458d-84d1-ae90189c527a,84a725f8-e5da-4705-bc9b-e6e2a3f05ae2,dda66cb9-0179-4da0-bca8-d58bf9261ada,7612e7a7-d073-44c7-8d59-e3fe61a7dea8,2025-09-09 13:44:01,169.93,KRW,4121,approved,false,pos
13ea896a-d22c-4cf5-ade2-390e33edc51a,d630a8e2-abfb-44ee-a25f-a64e3bb059de,b6fb0e1f-8511-486f-9c66-034133be4415,f75c0bbb-ceda-42d8-b12d-a093722ced92,2025-09-09 15:15:57,59.47,KRW,4121,approved,false,pos
1c50a35d-c78d-4443-9f4c-5e7df8bd8678,02638893-0ff3-4de9-aadd-4ed2f18c8ee3,0908dd93-acd0-46db-b428-74e3f6c8bf38,4b61a3c4-5ad9-4292-a0b0-021d1364290a,2025-09-09 13:27:42,225.62,KRW,5812,approved,true,online
c615b0ac-6ab4-4d75-86c7-cd66974d264f,899833d4-29cb-43bc-8602-f3c6f6762c7b,7006a969-9e36-49ec-8d85-7caecd421e6c,271cb8fc-9609-4679-aa96-63f8afb4c5ba,2025-09-09 01:31:30,196.37,KRW,7011,approved,true,mobile
80282080-695e-48a7-a58a-b6cdf52cd8b4,47c363bb-773c-4844-8963-c5c085cd1d06,d250fddc-afae-4123-88db-35ed3f38f33b,3b9be2e1-5674-404f-a4e8-be0c07462ffc,2025-09-09 15:05:25,229.06,KRW,5999,declined,false,pos
3ab8c6ec-4821-488d-b67b-ece5ea1516b6,d5fd0bdd-c146-4f2e-989a-63783a45d70f,9db43859-7c8a-4a1a-839b-dc8c68c19098,4564b878-fc1d-46b7-8d52-c6552ac2f898,2025-09-09 19:18:17,31.01,KRW,5411,approved,false,pos
e8ebe142-fc04-4285-94cf-d967a0a82250,fda054c7-4eb4-4b8e-bc39-550444f1dadb,ce401c2f-0118-4c40-a3ef-bb3be72ea892,299f5b0e-815a-4a74-a1ae-02fd9dbb399e,2025-09-09 15:08:13,97.16,KRW,5999,declined,false,pos
fffd2db5-01fe-4ef2-9315-58fbf5cb3b69,20e6b008-2e55-4622-8430-af9b861946c4,9d2e3624-cbe9-4d68-92c4-e8ae6c641ec8,b054c25a-5761-43f4-a3ab-1a0571be19de,2025-09-09 05:35:58,277.43,KRW,5999,approved,false,pos
cb279928-745f-4e00-a014-076971ada32c,8c90e4c7-f5f0-45a3-ad2f-d13f9aecf18d,3a4a7358-5a32-4eab-ab0d-4ca39b79d07f,dbf53622-98e6-4dfe-8902-3879147466a1,2025-09-09 19:54:07,10.02,KRW,5999,approved,true,mobile
b8b5e530-68d0-4e80-b01a-35d6bf954720,8a2c87cb-ed48-4044-9fb4-4078afb95f49,84ef2675-3915-4682-b170-0057453f1ea4,815b150d-f6ae-46ff-a892-f2ff1f371059,2025-09-09 09:15:37,288.02,KRW,4121,approved,false,pos
967b8f7b-b91f-447c-b84c-1eddd4dfb44d,dda7ebfa-2a42-431b-9b40-d9e4b0a84213,ed0367a7-de02-475d-a0aa-67bd5abc5c83,808c8330-af9b-44ee-bb57-6afd6a3f59d5,2025-09-09 19:33:31,281.23,KRW,4121,approved,false,online
e800e264-f9cb-4ab5-a48c-3516bc201713,55629213-6fc7-4bc0-81de-c3550528bd01,7a22ecc1-cbdc-4359-9102-4571eacd970f,d3811b49-9214-4b54-a06d-4577c1041503,2025-09-09 14:26:19,69.48,KRW,5999,declined,false,pos
ca3e8fde-934b-4c79-8611-691d7b54f810,910d46f1-0b61-470c-8637-9c4ff9d21eb7,708a96c7-5acc-486b-b792-50ef4ad3685c,b873e5f4-b393-4752-b713-60f0b17d8f94,2025-09-09 05:05:07,166.52,KRW,5999,approved,true,pos
9835c638-f27e-475f-9da3-4fe5ecb74c3e,818b8049-af0a-4d9f-828c-57cf0a9de76d,91e08af2-82fc-4669-9a7b-d76b6b27105f,b95bdb02-d827-406e-9ffa-37ac57df40d2,2025-09-09 20:32:56,220.57,KRW,5411,declined,false,pos
0bea0529-071e-495f-95e5-f7ded5c111fa,857d442f-3112-4404-b0ba-2917f437b9a1,1c287548-a9f1-4ded-b2b9-11a922dbf789,789a90b2-7ee6-4aa5-9192-287e7113b448,2025-09-09 09:55:06,152.41,KRW,5999,approved,false,mobile
d50f07d8-52dc-45e6-aa6f-23a9926c6da5,c568fb3c-0bd6-4015-ad1e-2399a893f79f,454c0815-fc1e-4284-ae5c-0d901727056d,d3811b49-9214-4b54-a06d-4577c1041503,2025-09-09 06:04:19,202.03,KRW,7011,declined,false,online
0dfbbd4c-244a-48cd-9563-fdb4b8657b03,1d72d35a-4b3d-4548-9eab-9f07194d1886,7604c929-ce0a-493d-bd8f-dde96d94c7a5,c200ab13-30f1-4502-aa43-e7d58f2baa06,2025-09-09 02:08:45,209.40,KRW,4121,approved,true,online
1d219bf8-8920-4d28-80a7-66f928fe45c0,492dcdd8-bd18-4659-9967-1967f3fe9ebb,830c1e1b-5dce-471e-a210-c54a1d6a170a,b9884bef-d3a1-4cc1-9a00-69bedb03bd2b,2025-09-09 10:43:55,297.24,KRW,4121,declined,false,pos
44e03659-ac83-49cb-aadb-412461c380ef,b4cfb69d-bed6-4d8a-ba20-18853649a19f,4fac0d21-ceec-46b1-a33f-45316c32b8a1,9172282c-3a0b-4c83-b4c9-fc151ac8cec3,2025-09-09 22:49:35,205.56,KRW,4121,declined,false,pos
d573de71-39d7-4027-9f12-80e9973fd7cb,cc6abedc-864c-4b80-bb2b-19bba32e4301,25a58163-7062-4308-9de5-c9f2d800f0e5,c8547681-8687-4eea-9cbe-d520902c4b0f,2025-09-09 07:56:19,196.23,KRW,5812,approved,true,mobile
26b5497a-1420-4742-85fb-3f6ed2f6a719,6384f7da-4ba5-4724-bf1e-225b09861db2,9bfcdeb8-978b-464b-b592-2729161873ef,69efe23b-3ea5-4d99-af48-b4ebbae361d5,2025-09-09 11:01:59,278.17,KRW,5812,declined,false,mobile
29bfb4f4-951e-4119-a302-777e6d5072c7,5c3bb17b-c0d5-4e79-89c8-e0fbf6062a67,0d36f8e1-70a9-4fbd-851d-f66680e2374b,1ff71138-e2bc-4655-80da-8238c2e34306,2025-09-09 01:26:44,54.57,KRW,5999,approved,false,online
39d869a9-c805-4a9f-beb0-4fa73f70d78b,159eba15-3fb5-4d50-980a-f2c5ddd7ea5d,53324f86-d800-432c-848f-5b03ef2204da,6bd23fd4-2e3e-4655-a7b7-a1ed36e3688a,2025-09-09 23:21:52,43.80,KRW,5999,approved,false,mobile
c4766e7e-dc67-4a09-950d-093795fbd9e7,d5e025ac-5f56-4222-8da0-87a6f0b026df,854cfe5a-0b1b-40f1-90e8-8d83bf2ce5a4,65c78a56-cc52-471a-8670-733ef9a4bbe3,2025-09-09 22:38:32,87.27,KRW,5999,declined,false,pos
db7eb784-a215-4ade-ac7b-0576eabbea5e,060abf6e-63df-46ca-84ad-bcf959c72193,935d1128-46a4-470a-9b17-7943f05d90bf,cb6e9509-1f92-4695-a287-26da4f096208,2025-09-09 07:37:37,201.95,KRW,7011,approved,false,pos
7feb8685-389f-47c7-8311-0dce1a7776a5,98ef9ce0-76f8-4106-bdce-05e7eec9857a,51635d2a-4907-4ec8-ac45-c00c4e3bc40f,29c05a34-85e8-4888-b9e0-1c2949d47c33,2025-09-09 07:26:45,229.73,KRW,7011,approved,false,pos
acfac651-ea40-49fb-85df-760bf954acfb,6cad9f5f-154a-41db-9fe1-e5e0133c9c59,d2ea6eb2-dd2d-4095-9795-007593de76a0,cd47cd42-0fb8-4423-adf3-2219fa156d75,2025-09-09 22:00:09,270.63,KRW,5812,declined,false,pos
73b75f51-2e64-48ae-9bb8-8d0b87696385,241bf49e-d313-4995-9c14-c8765d75533e,e9b9e824-d9cd-458a-bec7-3bc67e3ae8be,04c1dd3a-c8f0-4608-878e-adbcb72ef00a,2025-09-09 01:42:14,51.75,KRW,5411,approved,false,mobile
605a6c02-7b3f-41e6-b670-ca73784c287d,6af59a93-d05d-4ba6-94aa-9d40a88ae330,48959eeb-4ec2-433a-8cdb-28097006a2d3,e685e61a-5b17-41c6-ad1e-ba4403c899f1,2025-09-09 22:49:22,132.33,KRW,7011,declined,false,online
8ffa5c4c-a91d-4295-b3c5-cc612cce2f82,7478b897-c44c-4ce2-bda3-e038104d5588,a1484128-7e51-4c91-9397-9be36e372071,08d9d4a4-b5c6-419a-8e00-518cfbdc1c2d,2025-09-09 20:23:22,181.96,KRW,7011,approved,true,pos
53b3fbc9-0ea2-4a25-99c6-a82a8c7b78d8,ccfa726d-bc8f-44a9-b326-e0ce7a94a185,2ceea1eb-268e-4d41-aad9-b2acd228b438,c200ab13-30f1-4502-aa43-e7d58f2baa06,2025-09-09 16:21:38,149.54,KRW,5812,approved,false,online
7c17d8a3-fc78-4ce4-a76d-956bffe577de,bd73c9b9-3b15-4594-aca7-9aceb0541886,681cb791-f6ae-4777-99c0-c261997e25a5,4bb73e33-ea2b-4d2f-a747-3dac0ba9e64a,2025-09-09 15:11:15,14.98,KRW,7011,approved,false,mobile
f6e94256-b7f8-4b7a-b167-e40107c0baf9,b9329fb6-637f-44e9-bcf5-2fdedbe2b91c,f3d0199d-df2d-489a-9829-30c9433b6454,0dc34b14-e086-4dc6-aeec-4f43aa80cdd9,2025-09-09 01:26:24,167.84,KRW,5411,approved,false,pos
1fb42da7-bffe-498a-b934-c98489dd9fc6,f9526210-1e79-4a8e-9ff7-e1f1ddeeed83,cabc1a4a-fc2d-4c6d-b5ee-9a7a00d285ec,68f3845b-c0ea-4de7-bfbf-be5fac97c9a7,2025-09-09 14:39:46,247.46,KRW,5999,approved,false,pos
af062a2a-ba14-4e03-b8b9-70e036070edb,cc4d4c47-45c2-4475-a318-2c7e608d7c21,006ea61a-8ca5-4e12-a84b-e08810b12e55,1e93b2b3-1bba-4ae8-a5ff-b1859791ef33,2025-09-09 16:10:47,77.58,KRW,4121,approved,true,pos
cac12255-e700-4d01-8e12-989e9cb6ade9,899700c0-e852-4604-bf2a-7e214512e794,d2234383-f4e7-4d42-a14b-518b4e803d87,d9aeb464-0e59-4476-aea5-0d569c7802d4,2025-09-09 04:29:10,36.72,KRW,5999,declined,false,online
5a54e298-da8a-4a7f-8379-9c9d807cb8ef,383e4875-94a2-404a-9571-c48e49b28e5d,4bddbf7e-bfa3-4fc0-928a-2035ec1e3670,99adc8c3-6628-4ddb-b7b4-802c846ebdd3,2025-09-09 15:18:50,138.54,KRW,7011,approved,false,online
60312cf3-7e5e-406a-950f-404d0f5ad229,198b7cac-dbbc-4e9a-b1fc-a608f645247f,bf08242d-a9d6-4ced-a740-dc3785747d72,4a7adcd4-f838-421f-9fe9-510f0da06498,2025-09-09 03:01:46,279.05,KRW,5411,approved,false,online
43fae1fb-b48f-4c3e-85c3-e8ef211ca792,7e7dbc32-e6a5-4389-aec9-d637a681e84b,4825b2b6-2c7e-4da7-9382-171cbd50e03a,677cc447-1953-4fa5-a730-d9331bc588d7,2025-09-09 07:40:11,188.50,KRW,7011,approved,false,pos
d70917c1-0ba6-42aa-872e-b3415482e757,e7f4f0a5-6661-41cc-9a31-4013d78680ce,da7d165e-69ab-49f0-af9d-a77c9d987d62,98326b6c-1563-4c23-bfc7-cf69909a12cc,2025-09-09 22:53:12,50.35,KRW,7011,approved,true,online
2557e79d-2281-4259-86f5-59d99991186c,82b769b0-87b8-4018-bccc-da8c76a9a20e,f6b1dbc7-ced7-4d8e-ba97-2ff24f137335,24d978df-df1e-4a6d-acb7-9391ba1aac01,2025-09-09 23:20:48,192.33,KRW,5999,approved,false,pos
ddbbd4cf-e6d5-4813-98ec-62a6ec2b3a45,81fc7150-6478-4f26-8e7f-6977c1009b0a,822c8fd3-63cf-47fc-9e67-a207cfdc4622,115e37de-850d-4ab1-8bb8-2b8071797595,2025-09-09 12:42:29,8.83,KRW,5411,approved,true,online
b8dd6352-0e7e-46ad-80a9-d2898acac500,5b89cfe7-adbc-435b-a94c-8e831dedd916,c0963f0f-85c3-410e-bdab-2fdec30ee60d,a901e843-2494-48fd-805b-757b4b50e609,2025-09-09 11:31:14,62.88,KRW,5812,approved,false,pos
c8398f65-6afb-4737-804c-01efcb6bdccf,d697c0b0-405a-40c9-88ed-4c50b5708ece,4afe0901-1819-4073-ad82-4591461bd58e,5ae3a023-4ec0-4f3b-a58e-c7d74ceb671c,2025-09-09 19:06:42,232.28,KRW,5812,approved,false,online
10da8616-677d-4bc6-bfc3-e2099f40d86b,e32ae73f-ae7c-449b-b5af-8a149dd6de30,b2e488f9-a5ae-4faa-b6d5-202b83cc1c10,aa3d5662-f983-4da3-ae0b-df65519c7500,2025-09-09 12:24:22,260.53,KRW,5812,declined,true,online
6fd98a3f-d1c9-4638-aa6b-866b304cc3aa,04ebb239-a55b-42d8-8448-1eade0ffc437,84bd5b69-d9ef-46d3-a15d-0d0004a15ab1,9172282c-3a0b-4c83-b4c9-fc151ac8cec3,2025-09-09 04:29:30,106.12,KRW,7011,declined,false,mobile
276256e6-d0ee-46ea-80e9-c73c6ac1969b,7c64ea7b-4361-48ee-8784-19fecd89d103,15b64d9f-2037-49dc-9238-b077121d9356,65c78a56-cc52-471a-8670-733ef9a4bbe3,2025-09-09 23:10:16,79.33,KRW,7011,declined,false,mobile
